"","Isolate_Id","PB2.Segment_Id","PB1.Segment_Id","PA.Segment_Id","HA.Segment_Id","NP.Segment_Id","NA.Segment_Id","MP.Segment_Id","NS.Segment_Id","HE.Segment_Id","P3.Segment_Id","Isolate_Name","Subtype","Lineage","Passage_History","Location","Host","Isolate_Submitter","Submitting_Lab","Submitting_Sample_Id","Authors","Publication","Originating_Lab","Originating_Sample_Id","Collection_Date","Note","Update_Date","Submission_Date","Antigen_Character","Animal_Vaccin_Product","Adamantanes_Resistance_geno","Oseltamivir_Resistance_geno","Zanamivir_Resistance_geno","Peramivir_Resistance_geno","Other_Resistance_geno","Adamantanes_Resistance_pheno","Oseltamivir_Resistance_pheno","Zanamivir_Resistance_pheno","Peramivir_Resistance_pheno","Other_Resistance_pheno","Host_Age","Host_Age_Unit","Host_Gender","Patient_Status","Zip_Code","Outbreak","Pathogen_Test_Info","Is_Vaccinated","Human_Specimen_Source","Animal_Specimen_Source","Animal_Health_Status","Domestic_Status","PMID","PB2.INSDC_Upload","PB1.INSDC_Upload","PA.INSDC_Upload","HA.INSDC_Upload","NP.INSDC_Upload","NA.INSDC_Upload","MP.INSDC_Upload","NS.INSDC_Upload","HE.INSDC_Upload","P3.INSDC_Upload","newloc","classloc"
"1701","EPI_ISL_219775","EPI749454 | A/Environment/Chongqing/28922/2014-PB2","EPI749455 | A/Environment/Chongqing/28922/2014-PB1","EPI749453 | A/Environment/Chongqing/28922/2014-PA","EPI749457 | A/Environment/Chongqing/28922/2014-HA","EPI749450 | A/Environment/Chongqing/28922/2014-NP","EPI749456 | A/Environment/Chongqing/28922/2014-NA","EPI749452 | A/Environment/Chongqing/28922/2014-MP","EPI749451 | A/Environment/Chongqing/28922/2014-NS",NA,NA,"A/Environment/Chongqing/28922/2014","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2014.29,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"1702","EPI_ISL_219772","EPI749430 | A/Environment/Hunan/15252/2014-PB2","EPI749431 | A/Environment/Hunan/15252/2014-PB1","EPI749429 | A/Environment/Hunan/15252/2014-PA","EPI749433 | A/Environment/Hunan/15252/2014-HA","EPI749426 | A/Environment/Hunan/15252/2014-NP","EPI749432 | A/Environment/Hunan/15252/2014-NA","EPI749428 | A/Environment/Hunan/15252/2014-MP","EPI749427 | A/Environment/Hunan/15252/2014-NS",NA,NA,"A/Environment/Hunan/15252/2014","A / H5N1",NA,"E1","Asia / China / Hunan","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2014.112,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hunan","CT"
"1703","EPI_ISL_219765","EPI749374 | A/Environment/Hubei/38077/2015-PB2","EPI749375 | A/Environment/Hubei/38077/2015-PB1","EPI749373 | A/Environment/Hubei/38077/2015-PA","EPI749377 | A/Environment/Hubei/38077/2015-HA","EPI749370 | A/Environment/Hubei/38077/2015-NP","EPI749376 | A/Environment/Hubei/38077/2015-NA","EPI749372 | A/Environment/Hubei/38077/2015-MP","EPI749371 | A/Environment/Hubei/38077/2015-NS",NA,NA,"A/Environment/Hubei/38077/2015","A / H5N1",NA,"E1","Asia / China / Hubei","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.033,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hubei","CT"
"1704","EPI_ISL_219758","EPI749318 | A/environment/Guangxi/03218/2012-PB2","EPI749319 | A/environment/Guangxi/03218/2012-PB1","EPI749317 | A/environment/Guangxi/03218/2012-PA","EPI749321 | A/environment/Guangxi/03218/2012-HA","EPI749314 | A/environment/Guangxi/03218/2012-NP","EPI749320 | A/environment/Guangxi/03218/2012-NA","EPI749316 | A/environment/Guangxi/03218/2012-MP","EPI749315 | A/environment/Guangxi/03218/2012-NS",NA,NA,"A/environment/Guangxi/03218/2012","A / H5N1",NA,"E2","Asia / China / Guangxi","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2012.481,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Guangxi","SW"
"1705","EPI_ISL_219752","EPI749270 | A/Environment/Chongqing/45158/2015-PB2","EPI749271 | A/Environment/Chongqing/45158/2015-PB1","EPI749269 | A/Environment/Chongqing/45158/2015-PA","EPI749273 | A/Environment/Chongqing/45158/2015-HA","EPI749266 | A/Environment/Chongqing/45158/2015-NP","EPI749272 | A/Environment/Chongqing/45158/2015-NA","EPI749268 | A/Environment/Chongqing/45158/2015-MP","EPI749267 | A/Environment/Chongqing/45158/2015-NS",NA,NA,"A/Environment/Chongqing/45158/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.115,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"1706","EPI_ISL_219749","EPI749246 | A/Environment/Chongqing/45164/2015-PB2","EPI749247 | A/Environment/Chongqing/45164/2015-PB1","EPI749245 | A/Environment/Chongqing/45164/2015-PA","EPI749249 | A/Environment/Chongqing/45164/2015-HA","EPI749242 | A/Environment/Chongqing/45164/2015-NP","EPI749248 | A/Environment/Chongqing/45164/2015-NA","EPI749244 | A/Environment/Chongqing/45164/2015-MP","EPI749243 | A/Environment/Chongqing/45164/2015-NS",NA,NA,"A/Environment/Chongqing/45164/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.115,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"1707","EPI_ISL_219748","EPI749238 | A/Environment/Chongqing/45169/2015-PB2","EPI749239 | A/Environment/Chongqing/45169/2015-PB1","EPI749237 | A/Environment/Chongqing/45169/2015-PA","EPI749241 | A/Environment/Chongqing/45169/2015-HA","EPI749234 | A/Environment/Chongqing/45169/2015-NP","EPI749240 | A/Environment/Chongqing/45169/2015-NA","EPI749236 | A/Environment/Chongqing/45169/2015-MP","EPI749235 | A/Environment/Chongqing/45169/2015-NS",NA,NA,"A/Environment/Chongqing/45169/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.115,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"1708","EPI_ISL_219742","EPI749190 | A/Environment/Chongqing/45227/2015-PB2","EPI749191 | A/Environment/Chongqing/45227/2015-PB1","EPI749189 | A/Environment/Chongqing/45227/2015-PA","EPI749193 | A/Environment/Chongqing/45227/2015-HA","EPI749186 | A/Environment/Chongqing/45227/2015-NP","EPI749192 | A/Environment/Chongqing/45227/2015-NA","EPI749188 | A/Environment/Chongqing/45227/2015-MP","EPI749187 | A/Environment/Chongqing/45227/2015-NS",NA,NA,"A/Environment/Chongqing/45227/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.288,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"1709","EPI_ISL_219739","EPI749166 | A/Environment/Chongqing/45260/2015-PB2","EPI749167 | A/Environment/Chongqing/45260/2015-PB1","EPI749165 | A/Environment/Chongqing/45260/2015-PA","EPI749169 | A/Environment/Chongqing/45260/2015-HA","EPI749162 | A/Environment/Chongqing/45260/2015-NP","EPI749168 | A/Environment/Chongqing/45260/2015-NA","EPI749164 | A/Environment/Chongqing/45260/2015-MP","EPI749163 | A/Environment/Chongqing/45260/2015-NS",NA,NA,"A/Environment/Chongqing/45260/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.356,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"1710","EPI_ISL_219737","EPI749150 | A/Environment/Chongqing/45375/2015-PB2","EPI749151 | A/Environment/Chongqing/45375/2015-PB1","EPI749149 | A/Environment/Chongqing/45375/2015-PA","EPI749153 | A/Environment/Chongqing/45375/2015-HA","EPI749146 | A/Environment/Chongqing/45375/2015-NP","EPI749152 | A/Environment/Chongqing/45375/2015-NA","EPI749148 | A/Environment/Chongqing/45375/2015-MP","EPI749147 | A/Environment/Chongqing/45375/2015-NS",NA,NA,"A/Environment/Chongqing/45375/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.709,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"1711","EPI_ISL_180373","EPI749128 | A/environment/Chongqing/02412/2012-PB2","EPI749129 | A/environment/Chongqing/02412/2012-PB1","EPI749127 | A/environment/Chongqing/02412/2012-PA","EPI592914 | A/environment/Chongqing/02412/2012","EPI749124 | A/environment/Chongqing/02412/2012-NP","EPI749130 | A/environment/Chongqing/02412/2012-NA","EPI749126 | A/environment/Chongqing/02412/2012-MP","EPI749125 | A/environment/Chongqing/02412/2012-NS",NA,NA,"A/environment/Chongqing/02412/2012","A / H5N1",NA,"E2","Asia / China / chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Li, Xiaodan; Zhang, Ye; Dong, Libo; Gao, Rongbao; Bo, Hong; Wang, dayan; Shu, Yuelong","","WHO Chinese National Influenza Center","",2012.107,"",2016.356,2015.403,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"1727","EPI_ISL_79697","EPI280253 | A/water/Xinjiang/3/2009.1","EPI280254 | A/water/Xinjiang/3/2009.2","EPI280252 | A/water/Xinjiang/3/2009.3","EPI280256 | A/water/Xinjiang/3/2009.4","EPI280249 | A/water/Xinjiang/3/2009.5","EPI280255 | A/water/Xinjiang/3/2009.6","EPI280251 | A/water/Xinjiang/3/2009.7","EPI280250 | A/water/Xinjiang/3/2009.8",NA,NA,"A/water/Xinjiang/3/2009","A / H5N1",NA,"E2","Asia / China / Xinjiang","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.041,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Xinjiang","NW"
"1728","EPI_ISL_79694","EPI280229 | A/environment/Guizhou/4/2009.1","EPI280230 | A/environment/Guizhou/4/2009.2","EPI280228 | A/environment/Guizhou/4/2009.3","EPI280232 | A/environment/Guizhou/4/2009.4","EPI280225 | A/environment/Guizhou/4/2009.5","EPI280231 | A/environment/Guizhou/4/2009.6","EPI280227 | A/environment/Guizhou/4/2009.7","EPI280226 | A/environment/Guizhou/4/2009.8",NA,NA,"A/environment/Guizhou/4/2009","A / H5N1",NA,"E3","Asia / China / Guizhou","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.041,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Guizhou","SW"
"1808","EPI_ISL_79683","EPI280141 | A/Jiangsu/1/2007.1","EPI280142 | A/Jiangsu/1/2007.2","EPI280140 | A/Jiangsu/1/2007.3","EPI280144 | A/Jiangsu/1/2007.4","EPI280137 | A/Jiangsu/1/2007.5","EPI280143 | A/Jiangsu/1/2007.6","EPI280139 | A/Jiangsu/1/2007.7","EPI280138 | A/Jiangsu/1/2007.8",NA,NA,"A/Jiangsu/1/2007","A / H5N1",NA,"E2","Asia / China / Jiangsu","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2007.896,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",24,"Y","Male","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Jiangsu","YRD"
"1809","EPI_ISL_79682","EPI280133 | A/Fujian/1/2007.1","EPI280134 | A/Fujian/1/2007.2","EPI280132 | A/Fujian/1/2007.3","EPI280136 | A/Fujian/1/2007.4","EPI280129 | A/Fujian/1/2007.5","EPI280135 | A/Fujian/1/2007.6","EPI280131 | A/Fujian/1/2007.7","EPI280130 | A/Fujian/1/2007.8",NA,NA,"A/Fujian/1/2007","A / H5N1",NA,"E3","Asia / China / Fujian","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2007.132,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",44,"Y","Female","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Fujian","PRD"
"1810","EPI_ISL_79680","EPI280117 | A/Hubei/1/2006.1","EPI280118 | A/Hubei/1/2006.2","EPI280116 | A/Hubei/1/2006.3","EPI280120 | A/Hubei/1/2006.4","EPI280113 | A/Hubei/1/2006.5","EPI280119 | A/Hubei/1/2006.6","EPI280115 | A/Hubei/1/2006.7","EPI280114 | A/Hubei/1/2006.8",NA,NA,"A/Hubei/1/2006","A / H5N1",NA,"E2","Asia / China / Hubei","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2006.246,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",21,"Y","Male","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hubei","CT"
"1821","EPI_ISL_30606","","","","EPI181301 | A/Guangdong/1/2006","","","","",NA,NA,"A/Guangdong/1/2006","A / H5N1",NA,"","Asia / China / Guangdong Province","Human","Unknown user","Other Database Import","","","","","1",2006.17,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","FJ492884","","","","",NA,NA,"Guangdong","PRD"
"1822","EPI_ISL_30605","","","","EPI181300 | A/Fujian/1/2007","","","","",NA,NA,"A/Fujian/1/2007","A / H5N1",NA,"","Asia / China / Fujian Province","Human","Unknown user","Other Database Import","","","","","1",2007.151,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","FJ492883","","","","",NA,NA,"Fujian","PRD"
"1824","EPI_ISL_29508","","","","EPI176348 | #176348","","","","",NA,NA,"A/Guangxi/1/2009","A / H5N1",NA,"E1","Asia / China / Guangxi Zhuang Autonomous Region","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","","","","",2009.063,"",NA,2009.288,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Guangxi","SW"
"1826","EPI_ISL_24606","EPI164249 | #164249","EPI164248 | #164248","EPI164247 | #164247","EPI164240 | #164240","EPI164245 | #164245","EPI164242 | #164242","EPI164241 | #164241","EPI164246 | #164246",NA,NA,"A/Anhui/2/2005","A / H5N1",NA,"E1","Asia / China / Anhui Province","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","","","","",2005.877,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Anhui","CT"
"1830","EPI_ISL_16357","EPI141286 | A/Jiangsu/1/2007","EPI141285 | A/Jiangsu/1/2007","EPI141284 | A/Jiangsu/1/2007","EPI141279 | A/Jiangsu/1/2007","EPI141282 | A/Jiangsu/1/2007","EPI141281 | A/Jiangsu/1/2007","EPI141280 | A/Jiangsu/1/2007","EPI141283 | A/Jiangsu/1/2007",NA,NA,"A/Jiangsu/1/2007","A / H5N1",NA,"","Asia / China / Jiangsu Provice / Jiangsu Sheng","Human","Unknown user","Other Database Import","","","","","1",2007,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"EU434693","EU434692","EU434691","EU434686","EU434689","EU434688","EU434687","EU434690",NA,NA,"Jiangsu","YRD"
"2092","EPI_ISL_78007","EPI275923 | A/chicken/Xinjiang/54/2005","EPI275924 | A/chicken/Xinjiang/54/2005","EPI275925 | A/chicken/Xinjiang/54/2005","EPI275926 | A/chicken/Xinjiang/54/2005","EPI275927 | A/chicken/Xinjiang/54/2005","EPI275928 | A/chicken/Xinjiang/54/2005","EPI275929 | A/chicken/Xinjiang/54/2005","EPI275930 | A/chicken/Xinjiang/54/2005",NA,NA,"A/chicken/Xinjiang/54/2005","A / H5N1",NA,"","Asia / China / Xinjiang Uyghur Autonomous Region","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2005,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172439","HM172400","HM172347","HM172111","HM172247","HM172204","HM172142","HM172305",NA,NA,"Xinjiang","NW"
"2093","EPI_ISL_78002","EPI275883 | A/chicken/Xinjiang/16/2005","EPI275884 | A/chicken/Xinjiang/16/2005","EPI275885 | A/chicken/Xinjiang/16/2005","EPI275886 | A/chicken/Xinjiang/16/2005","EPI275887 | A/chicken/Xinjiang/16/2005","EPI275888 | A/chicken/Xinjiang/16/2005","EPI275889 | A/chicken/Xinjiang/16/2005","EPI275890 | A/chicken/Xinjiang/16/2005",NA,NA,"A/chicken/Xinjiang/16/2005","A / H5N1",NA,"","Asia / China / Xinjiang Uyghur Autonomous Region","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2005,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172420","HM172383","HM172351","HM172108","HM172219","HM172208","HM172125","HM172267",NA,NA,"Xinjiang","NW"
"2097","EPI_ISL_77987","EPI275763 | A/chicken/Hunan/1/2009","EPI275764 | A/chicken/Hunan/1/2009","EPI275765 | A/chicken/Hunan/1/2009","EPI275766 | A/chicken/Hunan/1/2009","EPI275767 | A/chicken/Hunan/1/2009","EPI275768 | A/chicken/Hunan/1/2009","EPI275769 | A/chicken/Hunan/1/2009","EPI275770 | A/chicken/Hunan/1/2009",NA,NA,"A/chicken/Hunan/1/2009","A / H5N1",NA,"","Asia / China / Hunan Province","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2009,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172425","HM172367","HM172333","HM172074","HM172255","HM172195","HM172150","HM172268",NA,NA,"Hunan","CT"
"2147","EPI_ISL_23104","EPI175354 | A/chicken/Guangdong/1/2005","EPI175355 | A/chicken/Guangdong/1/2005","EPI161649 | A/chicken/Guangdong/1/2005","EPI175352 | A/chicken/Guangdong/1/2005","EPI175351 | A/chicken/Guangdong/1/2005","EPI175353 | A/chicken/Guangdong/1/2005","EPI161653 | A/chicken/Guangdong/1/2005","EPI175356 | A/chicken/Guangdong/1/2005",NA,NA,"A/chicken/Guangdong/1/2005","A / H5N1",NA,"","Asia / China / Guangdong Province","Chicken","Unknown user","Other Database Import","","","","","1",2005,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"EU874902","EU874903","EU874897","EU874899","EU874898","EU874900","EU874901","EU874904",NA,NA,"Guangdong","PRD"
"2151","EPI_ISL_15675","EPI136368 | A/chicken/Yunnan/6797/2003","EPI136370 | A/chicken/Yunnan/6797/2003","EPI136373 | A/chicken/Yunnan/6797/2003","EPI136375 | A/chicken/Yunnan/6797/2003","EPI136377 | A/chicken/Yunnan/6797/2003","EPI136379 | A/chicken/Yunnan/6797/2003","EPI136381 | A/chicken/Yunnan/6797/2003","EPI136384 | A/chicken/Yunnan/6797/2003",NA,NA,"A/chicken/Yunnan/6797/2003","A / H5N1",NA,"","Asia / China / Yunnan Province","Chicken","Unknown user","Other Database Import","","","","","6797",2003,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"CY029459","CY029460","CY029461","CY028990","CY029462","CY029463","CY029464","CY029465",NA,NA,"Yunnan","SW"
